Date,Country,Plastic_Waste_Tons,Burned_Waste_Tons,Population_Affected
01/11/2020,Russia,2864.5,435.94,28890
01/11/2020,India,4674.65,4760.84,34959
02/11/2020,Russia,3438.31,1187.98,70162
02/11/2020,Germany,4976.61,2730.85,19458
03/11/2020,India,2266.97,805.45,69588
04/11/2020,Russia,1972.77,3943.23,31932
04/11/2020,Nigeria,4678.86,1247.71,59633
05/11/2020,Russia,4100.39,589.6,9761
06/11/2020,Mexico,3498.53,408.77,69313
06/11/2020,Philippines,2749.73,927.08,10722
07/11/2020,Brazil,333.5,1381.84,73754
08/11/2020,Mexico,914.74,769.96,56285
08/11/2020,Brazil,3737.85,459.57,11150
08/11/2020,Russia,1300.03,1350.76,96074
09/11/2020,Russia,1726.19,622.3,12518
09/11/2020,Russia,1419.03,3813.92,27918
09/11/2020,Brazil,2229.87,1520.44,21487
09/11/2020,India,3441.16,420.48,81270
09/11/2020,Germany,234.24,3.35,80087
09/11/2020,Indonesia,297.51,609.71,53967
10/11/2020,USA,1083.68,1198.37,85204
11/11/2020,Russia,84.63,685.41,60028
11/11/2020,Mexico,244.02,1640.14,28185
11/11/2020,Indonesia,1317.67,420.98,14986
12/11/2020,Mexico,677.38,982.21,77271
12/11/2020,USA,1432.16,1564.29,6747
12/11/2020,China,1742.7,155.86,82722
12/11/2020,Mexico,1145.03,2024.87,32595
13/11/2020,China,3063.2,1077.63,80073
13/11/2020,Mexico,2119.36,259.64,96601
13/11/2020,Brazil,1063.58,409.65,49488
14/11/2020,Germany,1121.43,655.73,92520
14/11/2020,Mexico,1062.44,1219.96,40430
14/11/2020,Brazil,76.16,18.54,63810
16/11/2020,Germany,872.01,1163.43,61052
17/11/2020,Indonesia,430.57,1548.74,89464
18/11/2020,Philippines,1122.94,1883.99,74750
18/11/2020,Mexico,1021.07,519.91,33634
18/11/2020,China,953.12,797.37,71260
18/11/2020,Mexico,851.04,1503.45,31840
19/11/2020,Indonesia,1217.08,1064.44,9421
19/11/2020,Germany,3656.07,355.11,67618
19/11/2020,Russia,1246.93,431.46,76045
19/11/2020,Philippines,2354.98,477.38,24666
19/11/2020,Mexico,1132.05,1405.57,96525
20/11/2020,Philippines,814.43,661.93,82290
21/11/2020,Brazil,970.38,728.38,43190
21/11/2020,Brazil,705.82,1053.85,4602
22/11/2020,China,2587.62,2427.47,36332
22/11/2020,Mexico,3721.16,4199.55,6389
22/11/2020,India,2467.04,2274.45,83579
23/11/2020,Mexico,181.01,339.84,20644
23/11/2020,USA,853.32,38.66,35795
23/11/2020,Mexico,3486,1269.25,93945
23/11/2020,Germany,1767.54,1713.98,19369
24/11/2020,Indonesia,2730.7,829.15,75667
25/11/2020,USA,3435.57,2630.77,41941
26/11/2020,Brazil,2952.95,1812.06,32478
26/11/2020,Nigeria,1040.88,2465.59,35481
27/11/2020,Mexico,3833.8,2421.77,94600
27/11/2020,Mexico,5396.25,338.23,58967
28/11/2020,Russia,1622.29,530.55,76800
28/11/2020,Brazil,644.51,885.16,14937
28/11/2020,Brazil,3066.5,607.07,4819
28/11/2020,Russia,4869.32,1041.88,6404
29/11/2020,Indonesia,1037.27,1305.45,19842
30/11/2020,Germany,1984.84,1279.19,60100
01/12/2020,Germany,1916.64,1163.98,86028
02/12/2020,India,1716.13,138.23,54523
02/12/2020,Mexico,3098.26,1463.75,94649
03/12/2020,China,3332.56,1825.82,31476
03/12/2020,India,2496.38,2823.54,14835
04/12/2020,Brazil,1321.09,737.24,72022
04/12/2020,India,843.95,1802.68,91634
05/12/2020,Russia,3157.18,263.31,36152
05/12/2020,India,822.48,540.17,30180
06/12/2020,Nigeria,2517.16,923.32,546
06/12/2020,Germany,3825.25,403.25,19500
07/12/2020,India,804.96,2184.81,14316
09/12/2020,India,3975.33,799.9,19712
10/12/2020,China,2319.7,807.99,41887
11/12/2020,Germany,1551.06,1766.01,25702
13/12/2020,Brazil,1117.46,2054.89,4357
14/12/2020,China,1779.26,2697.37,63812
15/12/2020,Russia,1739.83,571.48,22817
16/12/2020,Indonesia,2893.45,321.58,90954
16/12/2020,Russia,2071.13,176.49,23804
17/12/2020,Russia,678.74,2152.76,11251
19/12/2020,Mexico,257.83,890.62,22821
19/12/2020,Germany,1771.83,723.98,4714
20/12/2020,China,3221.16,309.78,56173
21/12/2020,Nigeria,1775.38,873.47,46183
21/12/2020,Mexico,3194.41,1331.15,61040
22/12/2020,Philippines,1032.68,3204.46,533
22/12/2020,China,2187.78,1123.73,35106
22/12/2020,Mexico,998.84,2046.59,41482
23/12/2020,Indonesia,4281.62,633.09,38390
24/12/2020,Mexico,2830.67,177.02,16477
24/12/2020,Philippines,825.82,1577.61,59660
24/12/2020,Russia,942.6,259.84,10804
24/12/2020,Indonesia,9630.24,2129.14,72809
24/12/2020,India,2282.23,1162.7,11887
25/12/2020,Indonesia,902.88,571.85,87065
25/12/2020,Russia,3420.23,2687.72,30793
25/12/2020,Nigeria,433.85,433.04,33929
26/12/2020,India,652.36,1333.47,38412
26/12/2020,Mexico,996.88,700.46,76715
26/12/2020,China,998.51,1850.68,23933
28/12/2020,Philippines,1987.69,1832.38,2523
28/12/2020,Mexico,2573.06,2411.18,97785
31/12/2020,Brazil,1015.71,1089.04,97763
31/12/2020,China,1925.75,1673.6,93355
31/12/2020,Germany,626.05,2893.86,25679
02/01/2021,Russia,2210.71,660.11,42232
02/01/2021,Germany,4011.99,720.51,85526
03/01/2021,USA,4259.87,666.95,47031
03/01/2021,USA,683.75,549.94,79647
04/01/2021,China,1579.62,388.76,14671
04/01/2021,USA,1406,1189.36,50010
04/01/2021,Nigeria,1269.02,1511.81,69163
05/01/2021,India,1536.67,482.33,99047
06/01/2021,Indonesia,1533.6,563.8,40534
06/01/2021,India,1513.22,4387.18,24841
07/01/2021,Russia,1680.07,499.65,25969
07/01/2021,USA,1391.04,925.91,77562
07/01/2021,Russia,1813.48,1115.93,29788
08/01/2021,Russia,3829.46,1125.25,78667
10/01/2021,Nigeria,3171.08,651.63,2349
11/01/2021,Brazil,2288.31,1313.01,57268
12/01/2021,Brazil,2627.72,954.55,3108
13/01/2021,USA,1512.45,417.73,20286
14/01/2021,Indonesia,3027.79,1523.29,25186
15/01/2021,Russia,695.51,263.2,83929
16/01/2021,China,2334.29,399.68,48559
16/01/2021,Philippines,3306.99,2428.11,96486
16/01/2021,India,3520.93,2501.44,22435
17/01/2021,Mexico,1046.88,2056.73,31442
18/01/2021,India,821.98,1935.37,66963
19/01/2021,India,1299.87,924.08,52076
20/01/2021,Nigeria,2754.49,696.8,99466
21/01/2021,USA,1536.89,178.65,46779
21/01/2021,USA,589.6,1151.55,96916
23/01/2021,Brazil,1280.21,725.11,46405
23/01/2021,Russia,657.47,1793.16,3446
23/01/2021,Nigeria,3016.48,1858.76,73307
24/01/2021,China,838.32,622.05,11659
24/01/2021,India,3083.62,1137.06,1783
24/01/2021,Mexico,409.1,996.94,87354
24/01/2021,Russia,2983.72,1282.62,65861
25/01/2021,Nigeria,586.38,1248.95,36348
25/01/2021,Philippines,4179.9,2044.02,61716
26/01/2021,Nigeria,2864.2,989.35,25724
26/01/2021,India,613.46,779.28,66567
27/01/2021,China,4931.35,324.68,18302
27/01/2021,Mexico,1701.62,2866.58,83228
27/01/2021,Russia,966.25,2046.03,72677
28/01/2021,Philippines,1467,332.71,81385
28/01/2021,Nigeria,1247.31,792.19,30431
28/01/2021,Brazil,7042.34,3748.02,67007
29/01/2021,Germany,1817.22,2282.51,79177
29/01/2021,China,1954.75,1151.7,57584
30/01/2021,Russia,1083.76,5.6,78940
30/01/2021,Mexico,3284.42,819.59,95966
01/02/2021,Nigeria,3717.56,1883.81,17650
01/02/2021,Nigeria,2060.48,324.03,23758
01/02/2021,USA,3473.9,1868.1,71723
02/02/2021,Philippines,1255.22,87.24,27573
02/02/2021,Mexico,551.27,1094.29,52819
06/02/2021,Indonesia,4100.69,589.54,24748
07/02/2021,China,4311.72,1437.4,83844
08/02/2021,Indonesia,1916.68,1145.36,69378
09/02/2021,USA,3224.83,536.52,33159
10/02/2021,Germany,2327.21,1119.63,34407
11/02/2021,Philippines,472.79,1451.79,24516
11/02/2021,Nigeria,2477.44,1816.79,89738
11/02/2021,Brazil,2874.62,784.8,97957
11/02/2021,USA,2027.2,1080.51,53581
11/02/2021,Indonesia,744.15,5004.39,5632
12/02/2021,Germany,994.13,1853.41,43576
12/02/2021,China,2225.38,1709.37,92392
12/02/2021,India,1205.68,627.7,11105
12/02/2021,Nigeria,607,1657.47,30538
12/02/2021,Mexico,139.65,421.66,86872
13/02/2021,India,4908.85,334.19,48242
15/02/2021,Indonesia,6278.2,724.88,95199
15/02/2021,Philippines,1024.38,2286.08,86231
15/02/2021,Philippines,4849.5,561.68,65781
16/02/2021,India,416.67,979.51,99855
17/02/2021,Brazil,1302.44,2287.41,88911
18/02/2021,Brazil,904.74,635.8,24930
20/02/2021,Russia,3284.43,629.77,74675
20/02/2021,Nigeria,1428.75,1267.02,42410
20/02/2021,Brazil,368.27,961.28,82959
21/02/2021,Germany,3371.26,310.07,96709
21/02/2021,Russia,830.66,1985.47,65719
22/02/2021,Mexico,313.09,161.65,90814
22/02/2021,Germany,2539.23,592.54,76999
24/02/2021,Nigeria,528.14,980.95,20688
24/02/2021,Brazil,2238.6,1206.71,76104
26/02/2021,Brazil,548.07,1360.19,68444
27/02/2021,Germany,1484,2187.2,4630
28/02/2021,Philippines,674.26,3216.18,88509
28/02/2021,Mexico,1385.54,921.5,91332
28/02/2021,India,1603.1,316.66,24285
01/03/2021,China,1723.59,496.09,52901
05/03/2021,Mexico,739.18,807.27,74989
06/03/2021,Indonesia,3099.19,731.97,57447
06/03/2021,Indonesia,1935,1232.51,90428
07/03/2021,Russia,3379.63,3011.77,10814
07/03/2021,China,1411.76,133.08,28606
08/03/2021,China,631.19,689.25,89252
08/03/2021,India,880.15,1764.06,71295
08/03/2021,China,3033.14,883.05,53499
09/03/2021,Brazil,1973.03,648.77,47211
09/03/2021,Brazil,2448.29,53.85,32722
10/03/2021,India,5475.57,1368.41,28482
10/03/2021,USA,430.96,1893.5,51062
11/03/2021,Indonesia,2355.31,833.36,17652
11/03/2021,Germany,3059.39,367.52,66535
12/03/2021,Indonesia,3189.95,424.62,80299
13/03/2021,USA,310.28,185.75,73185
13/03/2021,Russia,1826.48,1514.37,63202
14/03/2021,Mexico,444.44,499.18,90876
14/03/2021,India,521.37,2308.26,69984
14/03/2021,USA,2418.06,1718.1,14350
14/03/2021,Indonesia,8354.08,1468.13,82947
15/03/2021,Philippines,365.42,651.48,63202
16/03/2021,Brazil,1438.29,365.57,65195
16/03/2021,Brazil,4608.08,605.21,98962
16/03/2021,USA,5484.42,580.95,15335
16/03/2021,Germany,2736.1,730.06,47523
17/03/2021,India,1206.26,4684.87,5467
17/03/2021,Mexico,3785.88,1702.69,4252
18/03/2021,China,2160.04,3628.18,46751
19/03/2021,Brazil,3381.29,1844.16,8337
20/03/2021,Russia,2657.21,1440.86,83783
20/03/2021,Mexico,1356.07,2655.25,11913
21/03/2021,Germany,674.59,897.02,33335
22/03/2021,Philippines,3401.91,786.97,65561
22/03/2021,Germany,1511.31,325.62,64880
23/03/2021,India,1005.28,1311.25,10423
23/03/2021,Germany,1177.14,671.98,8049
24/03/2021,Germany,3545.72,1181.28,11608
24/03/2021,Russia,1339.99,473.67,82334
24/03/2021,Russia,6378.47,813.79,81217
25/03/2021,India,3245.4,998.02,27071
25/03/2021,USA,1379.25,1756.68,80661
25/03/2021,Philippines,1895.01,1825.3,27243
27/03/2021,China,1139.91,602.24,21836
27/03/2021,Russia,2607.01,688.29,78171
27/03/2021,Philippines,2496.37,1480.89,17134
27/03/2021,Mexico,203.65,183.07,18628
28/03/2021,Philippines,7062.57,437.82,54575
28/03/2021,Germany,2019.74,1761.03,52232
29/03/2021,India,1621.08,2911.2,75672
29/03/2021,USA,512.7,2739.73,56777
29/03/2021,Mexico,2496.05,1046.62,95597
29/03/2021,India,936.54,2536.62,86553
30/03/2021,India,718.01,1067.61,4994
31/03/2021,Nigeria,5226.36,2107.98,13006
01/04/2021,Germany,833.9,474.09,95975
01/04/2021,USA,1684.09,2893.77,91443
02/04/2021,Philippines,2866.71,1381.93,67606
04/04/2021,Russia,451.55,836.76,7180
04/04/2021,Nigeria,3072.75,430.1,47288
04/04/2021,India,2309.33,1655.59,56896
04/04/2021,Indonesia,614.69,1217.44,97108
05/04/2021,Indonesia,3700.08,1541.69,10822
05/04/2021,Nigeria,3685.36,1742.94,27031
05/04/2021,Mexico,1506.17,354.22,83853
05/04/2021,China,816.96,933.12,47570
05/04/2021,Russia,1304.68,191.1,96225
06/04/2021,Indonesia,254.14,698.05,76075
06/04/2021,Russia,747.21,945.97,9692
07/04/2021,Germany,3661.63,1171.38,90162
07/04/2021,Germany,1053.1,353.03,54172
07/04/2021,Germany,2095.77,790.44,95284
08/04/2021,Russia,2121,431.76,58260
08/04/2021,Indonesia,1725.73,2376.22,89072
10/04/2021,Nigeria,1251.04,141.2,60693
10/04/2021,USA,471.61,496.81,90651
11/04/2021,China,1632.67,346.07,49887
11/04/2021,India,1448.51,1064.34,25300
11/04/2021,USA,1259.59,252.23,44508
12/04/2021,Indonesia,4770.34,511.38,24268
13/04/2021,Brazil,1820.51,1264.81,28869
13/04/2021,Mexico,1531.94,1883.56,98527
14/04/2021,Russia,1569.1,416.05,76066
15/04/2021,Russia,1649.55,1422.39,35152
16/04/2021,Mexico,1728.06,267.58,69883
16/04/2021,Philippines,1948.82,1355.35,24521
16/04/2021,Indonesia,4013.62,902.28,52991
17/04/2021,Mexico,1568.19,720.17,4975
18/04/2021,Indonesia,4120.88,677,73981
19/04/2021,Russia,2413.47,1372.24,7785
20/04/2021,Mexico,5224.52,2377.92,47714
20/04/2021,Nigeria,811.47,1602.59,23510
21/04/2021,USA,1317.74,765.29,55437
21/04/2021,Germany,1430.46,1947.81,13723
21/04/2021,Mexico,2615.29,617.98,40322
22/04/2021,Brazil,352.79,1343.59,35489
23/04/2021,Indonesia,1767.86,2862.12,14990
23/04/2021,China,990.86,1259.29,68254
23/04/2021,Russia,2355.95,1365.05,96623
24/04/2021,Nigeria,1985.62,1219.49,31214
24/04/2021,Indonesia,1411.53,269.03,33497
24/04/2021,China,3820.63,895.81,7835
25/04/2021,Brazil,3155.53,1155.67,17391
25/04/2021,Germany,2718.99,1499.34,71405
25/04/2021,Germany,1602.69,2803.2,79952
26/04/2021,Philippines,263.52,409.89,89074
26/04/2021,India,2389.27,325.37,79391
27/04/2021,India,823.61,38.34,43066
27/04/2021,Nigeria,4154.8,478.33,53400
28/04/2021,India,2686.95,215.73,94330
28/04/2021,USA,631.21,1591.39,99766
28/04/2021,Philippines,45.78,276.66,67462
28/04/2021,Mexico,2803.05,884.06,77666
29/04/2021,Russia,949.23,1429.95,37956
29/04/2021,Russia,858.96,916.43,621
29/04/2021,Indonesia,3906.94,1559.06,29359
30/04/2021,Russia,459.28,1893.2,34744
30/04/2021,Germany,1953.18,2856.65,55502
01/05/2021,India,7466.22,2168.96,70555
01/05/2021,China,1718.11,521.15,73966
02/05/2021,China,271.13,986.75,14448
02/05/2021,Indonesia,1252.91,2002.62,27314
03/05/2021,Philippines,381.83,271.75,16302
03/05/2021,Mexico,1470.27,3749.96,69601
03/05/2021,Germany,1533.12,2355.32,59132
04/05/2021,Russia,2850.97,2381.63,90655
04/05/2021,Germany,1693.78,2586.06,66701
04/05/2021,Brazil,3235.36,1648.15,27675
05/05/2021,Philippines,3269.09,314.42,5790
05/05/2021,Indonesia,921.05,1005.87,54950
05/05/2021,Philippines,338.73,244.75,55474
06/05/2021,Brazil,1561.66,221.37,55174
07/05/2021,Germany,1340.58,1047.1,37221
07/05/2021,Mexico,5937.3,846.23,12856
07/05/2021,USA,2787.21,419.03,66026
08/05/2021,Nigeria,2258.62,521.58,37660
08/05/2021,Mexico,2010.99,1175.48,52917
08/05/2021,India,439.94,2555.16,21235
08/05/2021,China,1049.75,425.95,93723
08/05/2021,Germany,1045.92,673.69,62287
09/05/2021,China,1540.68,767.21,78774
10/05/2021,Russia,1893.18,1066.92,37178
10/05/2021,Philippines,3308.35,194.02,28791
11/05/2021,Brazil,361.98,1439.27,74357
11/05/2021,Nigeria,4271.8,483.1,9678
12/05/2021,Indonesia,1587.05,1343.97,96772
12/05/2021,Indonesia,1238.52,400.09,85482
12/05/2021,India,2456.09,1312.68,13341
13/05/2021,Nigeria,669.14,1683.73,81403
13/05/2021,Brazil,2562.69,42.38,60554
13/05/2021,Nigeria,3105.68,243.9,15589
14/05/2021,India,1619.07,1526.43,60830
14/05/2021,Russia,817.81,3090.61,45715
14/05/2021,Germany,1052.17,6363.58,25813
15/05/2021,Mexico,1375.26,968.42,71127
15/05/2021,India,284,847.55,80259
16/05/2021,Philippines,4649.71,286.07,37713
16/05/2021,Mexico,933.88,2026.1,9117
16/05/2021,Russia,3659.34,1119.24,14984
16/05/2021,Germany,1874.18,1043.08,27111
16/05/2021,Germany,385.22,880.02,63098
17/05/2021,Russia,4555.43,342.99,42290
19/05/2021,Nigeria,1811.92,614.25,99562
19/05/2021,Russia,3710.67,164.45,41494
20/05/2021,China,583.72,643.22,89559
21/05/2021,Mexico,3282.56,560.89,20122
21/05/2021,Indonesia,1056.25,1234.69,92154
21/05/2021,Nigeria,1270.25,3226.96,96295
21/05/2021,Russia,2964.05,85.99,97553
22/05/2021,Brazil,5325.39,970.07,15593
22/05/2021,Nigeria,1075.77,558.24,96692
22/05/2021,Philippines,1904.63,446.92,71414
23/05/2021,Mexico,1070.84,1303.8,56937
23/05/2021,India,642.89,790.56,93454
23/05/2021,Philippines,706.07,808.08,15310
23/05/2021,Germany,1314.69,1704.74,9144
24/05/2021,Indonesia,624.01,2256.39,1492
25/05/2021,China,1593.38,2567.5,83655
26/05/2021,Russia,959.9,810.03,78308
26/05/2021,Brazil,3455.31,152.23,36017
26/05/2021,Indonesia,1186.16,149.2,82584
27/05/2021,China,4699.61,447.49,16864
27/05/2021,Germany,3443.69,2368.21,18965
27/05/2021,USA,6760.28,1280.26,11918
28/05/2021,Indonesia,580.33,1132.86,96846
28/05/2021,USA,2135.9,715.4,78473
28/05/2021,USA,350.01,207.27,46399
29/05/2021,Brazil,6181.73,674.95,11951
29/05/2021,Philippines,430.39,1439.42,47388
29/05/2021,USA,3086.48,912.36,80654
31/05/2021,India,1268.27,1180.48,47070
31/05/2021,Mexico,3224.8,1083.72,27493
31/05/2021,Indonesia,1483.97,777.16,71140
01/06/2021,Indonesia,2694.47,550.93,82309
02/06/2021,Germany,4842.68,408.95,29348
03/06/2021,Brazil,1188.93,1269.29,29271
04/06/2021,Mexico,1044.81,983.56,72128
05/06/2021,India,665.34,590.62,57742
05/06/2021,China,3389.41,1250.9,42287
06/06/2021,Mexico,2300.88,206.33,22162
06/06/2021,Indonesia,2372.64,1588.26,61784
06/06/2021,USA,1787.06,1146.72,63270
07/06/2021,India,3466.09,428.7,78649
08/06/2021,Russia,6291.1,406.34,9360
08/06/2021,Russia,514.81,823.61,89074
08/06/2021,Mexico,3002.29,202.8,56331
09/06/2021,Philippines,2053.55,624.14,83262
10/06/2021,Germany,3471.08,538.22,26610
10/06/2021,Indonesia,494.08,2838.9,80906
13/06/2021,Brazil,1855.25,1223.33,22256
14/06/2021,USA,3339.79,1254.02,75716
16/06/2021,Mexico,997.13,892.72,14069
17/06/2021,India,975.86,763.51,9430
18/06/2021,USA,671.75,1607.33,84959
18/06/2021,India,1208.69,803.87,80012
18/06/2021,China,674.33,858.49,77180
19/06/2021,Philippines,2510.67,2297.33,11370
20/06/2021,Indonesia,2757.51,1161.24,46376
20/06/2021,Nigeria,2126.8,2645.34,96688
20/06/2021,Brazil,686.23,1784.08,93007
22/06/2021,Russia,2423.91,2755.28,73563
23/06/2021,Indonesia,2056.38,1395.28,89364
24/06/2021,Philippines,2428.26,1892.96,42729
25/06/2021,USA,1398.85,1497.9,42575
25/06/2021,Indonesia,2096.45,210.42,11068
25/06/2021,Brazil,477.36,1227.57,29721
25/06/2021,India,1894.02,1521.18,57908
25/06/2021,Brazil,1274.49,187.94,20269
25/06/2021,USA,1024.41,365.02,90328
25/06/2021,Germany,2554.62,132.5,42693
26/06/2021,Philippines,1873.11,104.32,28421
26/06/2021,Philippines,2118.97,1191.39,9283
26/06/2021,Mexico,1294.3,2225.19,79131
26/06/2021,India,1170.58,1703.85,90455
27/06/2021,Philippines,2528.18,1870.51,53370
27/06/2021,USA,1597.55,1543.92,59988
27/06/2021,China,2782.73,1109.35,53561
27/06/2021,Mexico,2646.58,1093.66,97111
27/06/2021,Russia,2611.64,146.24,88096
27/06/2021,Philippines,1403.12,2715.03,95878
28/06/2021,Brazil,660.85,1376.58,14609
30/06/2021,Brazil,846.2,567.03,65761
30/06/2021,India,418.21,2306.15,16057
30/06/2021,Indonesia,971.8,663.66,98770
30/06/2021,Russia,2628.93,1123.52,23803
30/06/2021,Philippines,3339.08,2989.54,91682
30/06/2021,Mexico,549.15,130.32,18796
01/07/2021,USA,1720.05,212.97,96194
01/07/2021,India,1033.46,2052.47,6197
01/07/2021,Germany,5937.28,2951.7,44567
02/07/2021,China,2611.91,2952.59,47854
03/07/2021,India,1050.92,1270.19,82305
05/07/2021,USA,842.48,641.35,91661
06/07/2021,Philippines,5422.08,803.38,92484
07/07/2021,India,763.41,1020.15,11479
08/07/2021,Brazil,1317.61,440.18,33932
09/07/2021,Brazil,1456.39,2166.86,446
10/07/2021,Brazil,350.19,444.17,69087
10/07/2021,India,2376.42,276.34,73344
11/07/2021,Russia,850.27,481.84,3431
11/07/2021,Philippines,4195.79,419.14,31163
11/07/2021,Philippines,1018.34,2663.88,29759
12/07/2021,China,426.71,1213.15,92248
12/07/2021,USA,862.71,1816.6,12061
12/07/2021,Brazil,2806.35,1543.07,41213
12/07/2021,Brazil,504.85,2502.28,24608
13/07/2021,Philippines,2594.71,746.19,98963
13/07/2021,Mexico,3141.81,451.19,98426
13/07/2021,Indonesia,546.58,336.19,2298
13/07/2021,Russia,761.25,2011.97,31580
14/07/2021,Indonesia,778.26,213.97,41820
15/07/2021,Philippines,2476.82,3771.14,46888
16/07/2021,Indonesia,2056.68,102.57,11973
16/07/2021,Mexico,2151.06,1460.03,47548
16/07/2021,Brazil,980.52,3720.4,2007
16/07/2021,Philippines,3949.81,1699.37,45828
16/07/2021,Nigeria,4334.9,326.64,10774
17/07/2021,Russia,1382.3,750.74,65864
17/07/2021,Philippines,490.89,1820.32,70838
17/07/2021,India,1102.91,1549.23,27359
18/07/2021,Russia,818.23,612.26,79585
19/07/2021,Brazil,1631.4,1579.19,24189
19/07/2021,Germany,554.44,1014.96,706
19/07/2021,China,3468.06,538.23,92057
20/07/2021,USA,1028.5,1117.84,13103
20/07/2021,Philippines,1197.98,1951.21,55521
21/07/2021,India,439.4,817.12,51585
21/07/2021,Nigeria,2847.02,426.16,67841
23/07/2021,Mexico,1217.32,372.14,48849
23/07/2021,Germany,1298.5,589.4,11474
23/07/2021,Indonesia,2838.07,701.88,9791
23/07/2021,China,1406.02,1628.45,7285
23/07/2021,Nigeria,1135.23,391.85,64616
24/07/2021,Russia,1342.5,607.73,4633
24/07/2021,Germany,434.64,2773.99,9433
24/07/2021,Germany,1070.97,469.96,82781
24/07/2021,USA,2637.8,1513.58,21098
24/07/2021,Brazil,3183.5,2563.85,61096
25/07/2021,Germany,5368.21,307.37,96650
25/07/2021,Nigeria,3369.1,330.97,50027
25/07/2021,USA,2784.83,914.72,85123
26/07/2021,China,339.26,1091.93,31077
26/07/2021,USA,983.59,546.53,38023
26/07/2021,Mexico,4905.41,849.31,77263
30/07/2021,Mexico,208.25,2217.81,93880
31/07/2021,Germany,1932.5,289.31,98516
31/07/2021,India,634.34,487.44,60584
02/08/2021,China,636.95,408.26,92066
02/08/2021,USA,4734.68,703.07,59125
02/08/2021,Nigeria,1388.62,1611.12,25333
02/08/2021,USA,3540.85,457.96,77388
03/08/2021,USA,2730.46,1793.26,19472
04/08/2021,Mexico,3416.87,592.79,37570
04/08/2021,Mexico,1052.57,1554.79,38699
04/08/2021,Mexico,5430.71,1461.57,25662
05/08/2021,USA,462.95,2566.88,9692
05/08/2021,Nigeria,1653.99,805.11,38405
06/08/2021,Nigeria,1242.74,1032.91,88361
06/08/2021,Mexico,2637.91,1000.48,70125
06/08/2021,China,1710.98,856.71,12150
07/08/2021,Philippines,2193.2,407.66,25112
07/08/2021,Russia,1240.46,503.87,9975
07/08/2021,India,2365.27,1042.68,37806
08/08/2021,Russia,609.35,205.79,4464
08/08/2021,Germany,394.64,228.4,85806
08/08/2021,Philippines,3897.28,493.18,23168
09/08/2021,India,408.28,2795.36,58474
10/08/2021,Indonesia,4011.52,1696.03,68681
10/08/2021,Mexico,1666.26,272.98,7367
10/08/2021,Nigeria,3380.25,2434.45,10798
10/08/2021,Germany,593.34,1928.98,32274
11/08/2021,India,754.78,2516.59,58859
11/08/2021,Germany,1072.31,3546.14,21491
12/08/2021,Nigeria,483.67,1888.66,84033
12/08/2021,Germany,2735.51,922.6,29934
12/08/2021,Philippines,5373.57,848.06,6016
12/08/2021,Germany,1796.16,343.95,66861
12/08/2021,USA,3380.16,1416.37,59130
13/08/2021,Indonesia,1117.59,1036.58,19478
13/08/2021,Germany,1478.9,1284.72,50248
13/08/2021,Nigeria,2276.27,717.9,10436
14/08/2021,Mexico,2947.84,1891.29,4025
14/08/2021,Nigeria,339.24,592.34,14715
14/08/2021,Mexico,1112.24,786.89,72048
15/08/2021,Germany,1745.64,330.5,11155
15/08/2021,Brazil,492.6,776.8,96463
15/08/2021,Brazil,273.8,1856.01,38492
15/08/2021,Nigeria,4144,753.1,54586
15/08/2021,China,1339.14,220.57,7186
16/08/2021,USA,1724.59,531.54,27629
17/08/2021,Russia,4103.07,275.35,48933
17/08/2021,Brazil,2542.23,1973.18,82282
17/08/2021,USA,684.28,1104.18,964
19/08/2021,India,376.74,379.08,11924
19/08/2021,China,1018.9,1443.23,63917
20/08/2021,Indonesia,3826.03,284.25,90519
21/08/2021,Indonesia,4503.16,145.1,13987
23/08/2021,Indonesia,1278.43,1407.23,72052
23/08/2021,Nigeria,1711.15,291.1,52735
23/08/2021,Philippines,1480.49,510.62,84092
24/08/2021,Philippines,2337.25,1311.61,78211
24/08/2021,Russia,2337.87,1108.59,95105
25/08/2021,Russia,2344.26,249.41,39583
26/08/2021,Russia,805.94,987.54,42123
27/08/2021,Nigeria,3565.44,1208.81,47159
27/08/2021,Indonesia,845.78,443.88,97312
27/08/2021,Nigeria,2090.47,1178,14510
27/08/2021,Germany,2471.21,538.67,17332
27/08/2021,Nigeria,2799.71,1086.12,22940
28/08/2021,Mexico,1662.02,1349.54,22445
28/08/2021,Philippines,1473.4,1050.15,65246
28/08/2021,Nigeria,3791.74,132.53,31956
28/08/2021,Philippines,855.01,335.17,95457
29/08/2021,Russia,1930.42,788.75,83469
30/08/2021,Russia,177.22,1764.28,40421
31/08/2021,India,45.92,356.52,66133
01/09/2021,Russia,627.29,484.83,3956
01/09/2021,Nigeria,1953.6,3675.81,81932
03/09/2021,USA,809.17,1458.95,68408
03/09/2021,Indonesia,1987.07,967.17,98843
03/09/2021,Brazil,7124.46,2829.5,96381
03/09/2021,Nigeria,1700.73,3339.1,71927
03/09/2021,Germany,855.67,1277.41,8551
03/09/2021,Nigeria,3234.45,1255.33,13985
04/09/2021,Philippines,145.89,365.91,73559
04/09/2021,USA,2176.22,1221.17,80447
05/09/2021,Brazil,1057.52,193.24,21544
05/09/2021,China,263.57,1811.35,3180
05/09/2021,China,1309.49,409.43,7679
06/09/2021,Philippines,1744.29,871.89,37544
06/09/2021,Nigeria,3627.16,1697.52,3151
